Plant code;Primary Plant activity;Audit code;Audit date;Audit nature;Audit schedule type;Non-verified NCs;Non-verified Business Critical NCs;Non-verified Critical NCs;Non-verified Major NCs;Non-verified Minor NCs;Overdue non-verified NCs;Country/Region
XXX1086853;Manufacture of plastics products;XXXA600159483;06/10/2025;Partial follow-up audit;Announced;6;0;1;4;1;3;Luxembourg
XXX1086865;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600056453;17/04/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;France
XXX1086901;Manufacture of dairy products;;;;;;;;;;;Germany
XXX1086917;;;;;;;;;;;;Germany
XXX1086924;Manufacture of other food products n.e.c.;;;;;;;;;;;Czech Republic
XXX1086929;Manufacture of plastics and synthetic rubber in primary forms;XXXA600120604;07/04/2025;Full initial audit;Announced;0;0;0;0;0;0;Slovakia
XXX1086979;Manufacture of plastics products;XXXA405799689;17/09/2018;Full initial audit;Announced;0;0;0;0;0;0;Germany
XXX1086984;;;;;;;;;;;;Brazil
XXX1086989;;;;;;;;;;;;Germany
XXX1087008;Manufacture of starches and starch products;XXXA600143067;30/06/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;China
XXX1087010;Manufacture of plastics products;XXXA600196466;09/04/2026;Periodic audit;Semi-announced;3;0;0;3;0;3;India
XXX1087017;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600147573;29/09/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Canada
XXX1087034;Manufacture of starches and starch products;XXXA600012558;05/07/2023;Full initial audit;Announced;0;0;0;0;0;0;Germany
XXX1087168;Manufacture of other food products n.e.c.;XXXA600168859;02/12/2025;Periodic audit;Semi-announced;1;0;0;0;1;1;United States
XXX1087207;Manufacture of other articles of paper and paperboard;;;;;;;;;;;Canada
XXX1087212;Advertising;;;;;;;;;;;Italy
XXX1087235;;;;;;;;;;;;Germany
XXX1087251;Manufacture of bakery products;XXXA600155371;01/12/2025;Periodic audit;Semi-announced;19;0;2;16;1;19;United States
XXX1087269;;;;;;;;;;;;China
XXX1087283;Manufacture of other food products n.e.c.;;;;;;;;;;;United States
XXX1087316;Manufacture of plastics products;;;;;;;;;;;United States
XXX1087358;Manufacture of other food products n.e.c.;;;;;;;;;;;China
XXX1087395;Manufacture of sugar;;;;;;;;;;;France
XXX1087409;;;;;;;;;;;;Colombia
XXX1087414;Manufacture of starches and starch products;XXXA600156705;15/09/2025;Periodic audit;Announced;0;0;0;0;0;0;Indonesia
XXX1087429;Manufacture of vegetable and animal oils and fats;XXXA600146352;18/11/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;United States
XXX1087435;;XXXA422920474;27/02/2023;Periodic audit;Announced;1;0;0;0;1;1;Mexico
XXX1087454;Manufacture of spices, sauces and condiments;XXXA416380431;23/08/2021;Periodic audit;Announced;0;0;0;0;0;0;China
XXX1087464;;;;;;;;;;;;Turkey
XXX1087467;Manufacture of other fabricated metal products n.e.c.;;;;;;;;;;;Saudi Arabia
XXX1087471;;;;;;;;;;;;Costa Rica
XXX1087479;;;;;;;;;;;;Mexico
XXX1087504;;;;;;;;;;;;China
XXX1087535;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Mexico
XXX1087591;;;;;;;;;;;;Peru
XXX1087610;;;;;;;;;;;;Pakistan
XXX1087686;Manufacture of bakery products;XXXA600095962;14/11/2024;Full initial audit;Announced;11;1;3;7;0;11;Poland
XXX1087829;Printing;;;;;;;;;;;United Kingdom
XXX1087829;Printing;;;;;;;;;;;United Kingdom
XXX1087892;Manufacture of starches and starch products;;;;;;;;;;;Pakistan
XXX1088046;Manufacture of bakery products;;;;;;;;;;;United States
XXX1088086;Manufacture of grain mill products;XXXA172044427;25/01/2017;Full initial audit;Announced;1;0;0;0;1;1;Turkey
XXX1088094;Manufacture of dairy products;XXXA600121104;03/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;United States
XXX1088162;Service activities incidental to land transportation;;;;;;;;;;;Poland
XXX1088368;Manufacture of spices, sauces and condiments;XXXA600145318;15/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;India
XXX1088395;;;;;;;;;;;;India
XXX1088400;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;India
XXX1088443;Manufacture of dairy products;XXXA600106197;06/03/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Germany
XXX1088446;Manufacture of bakery products;XXXA600196226;05/05/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;United Kingdom
XXX1088457;;;;;;;;;;;;Italy
XXX1088462;Printing;;;;;;;;;;;Japan
XXX1088470;Processing and preserving of fruit and vegetables;;;;;;;;;;;China
XXX1088479;Manufacture of other food products n.e.c.;XXXA600045990;01/02/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Denmark
XXX1088479;Manufacture of other food products n.e.c.;XXXA600045990;01/02/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Denmark
XXX1088486;Printing;XXXA422458364;01/02/2023;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1088495;;;;;;;;;;;;Uzbekistan
XXX1088504;;;;;;;;;;;;Australia
XXX1088568;;;;;;;;;;;;Mexico
XXX1088570;Manufacture of other food products n.e.c.;XXXA600161212;24/10/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;France
XXX1088570;Manufacture of other food products n.e.c.;XXXA600161212;24/10/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;France
XXX1088587;Manufacture of other food products n.e.c.;XXXA600099235;14/01/2025;Periodic audit;Announced;0;0;0;0;0;0;Finland
XXX1088594;Manufacture of other food products n.e.c.;XXXA600133658;02/07/2025;Full initial audit;Semi-announced;1;0;0;1;0;1;United Kingdom
XXX1088625;Other manufacturing n.e.c.;XXXA600028039;03/10/2023;Full initial audit;Announced;0;0;0;0;0;0;Poland
XXX1088659;Manufacture of cocoa, chocolate and sugar confectionery;XXXA4497759;15/06/2016;Partial follow-up audit;Announced;0;0;0;0;0;0;Netherlands
XXX1088697;Packaging activities;XXXA600160813;06/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;India
XXX1088701;Manufacture of other food products n.e.c.;;;;;;;;;;;United Kingdom
XXX1088713;;;;;;;;;;;;India
XXX1088740;Manufacture of plastics products;;;;;;;;;;;Belgium
XXX1088750;Manufacture of other food products n.e.c.;XXXA419905234;23/06/2022;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1088754;Manufacture of vegetable and animal oils and fats;XXXA600146214;01/12/2025;Periodic audit;Announced;26;0;7;16;3;26;Australia
XXX1088763;Extraction of salt;XXXA600085435;19/11/2024;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX1088769;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600186858;23/02/2026;Periodic audit;Semi-announced;1;0;0;1;0;0;Spain
XXX1088817;Manufacture of grain mill products;;;;;;;;;;;Spain
XXX1088819;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600122914;14/04/2025;Periodic audit;Announced;0;0;0;0;0;0;Brazil
XXX1088856;Manufacture of other food products n.e.c.;XXXA600047690;13/05/2024;Periodic audit;Announced;0;0;0;0;0;0;France
XXX1088867;Manufacture of other food products n.e.c.;;;;;;;;;;;Netherlands
XXX1088874;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600124420;24/04/2025;Periodic audit;Announced;1;0;0;0;1;1;United States
XXX1088889;Other post-harvest crop activities;XXXA600111093;23/01/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Argentina
XXX1088926;;;;;;;;;;;;Australia
XXX1088942;Manufacture of other chemical products n.e.c.;;;;;;;;;;;China
XXX127060709;Manufacture of grain mill products;XXXA600194769;20/04/2026;Full initial audit;Semi-announced;4;0;0;3;1;1;China
XXX131398389;Manufacture of starches and starch products;XXXA600146366;06/10/2025;Periodic audit;Announced;0;0;0;0;0;0;Germany
XXX131429976;Packaging activities;;;;;;;;;;;Morocco
XXX131444470;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;Japan
XXX131456991;Manufacture of other food products n.e.c.;XXXA600201555;30/04/2026;Periodic audit;Announced;2;0;0;2;0;0;Turkey
XXX131463797;Manufacture of other food products n.e.c.;XXXA600075376;02/09/2024;Periodic audit;Announced;0;0;0;0;0;0;Australia
XXX131500955;Manufacture of dairy products;XXXA600115931;02/04/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Netherlands
XXX131501491;Printing;XXXA600079820;07/08/2024;Full initial audit;Announced;0;0;0;0;0;0;India
XXX131583338;Manufacture of dairy products;XXXA600164215;28/10/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Brazil
XXX154543537;Manufacture of sugar;XXXA600022160;24/08/2023;Full initial audit;Announced;8;0;3;4;1;8;China
XXX154543600;Manufacture of plastics products;XXXA600004304;28/03/2023;Full initial audit;Announced;9;0;2;5;2;9;Australia
XXX154563706;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600175162;15/12/2025;Periodic audit;Semi-announced;1;0;0;1;0;1;China
XXX154575844;Wholesale of food, beverages and tobacco;XXXA600162377;28/10/2025;Periodic audit;Semi-announced;14;0;2;7;5;14;Mexico
XXX154592401;Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores;;;;;;;;;;;Brazil
XXX154600902;Warehousing and storage;XXXA414941958;27/05/2021;Full initial audit;Announced;0;0;0;0;0;0;Belgium
XXX158855961;Manufacture of other food products n.e.c.;XXXA600198612;07/05/2026;Partial follow-up audit;Semi-announced;0;0;0;0;0;0;Malaysia
XXX163134242;;;;;;;;;;;;United States
XXX163134247;Manufacture of sugar;;;;;;;;;;;United States
XXX163188552;Printing;XXXA600141978;03/07/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX164328273;Manufacture of sugar;XXXA600185957;13/02/2026;Periodic audit;Announced;1;0;0;1;0;1;Pakistan
XXX164592221;Manufacture of sugar;XXXA600133003;19/05/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Pakistan
XXX164595896;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600080345;05/08/2024;Periodic audit;Announced;0;0;0;0;0;0;Mexico
XXX171781843;Manufacture of other food products n.e.c.;XXXA600056150;20/06/2024;Periodic audit;Semi-announced;0;0;0;0;0;0;Brazil
XXX172010514;Manufacture of sugar;;;;;;;;;;;Morocco
XXX172012629;Manufacture of other food products n.e.c.;XXXA600196202;13/04/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;Philippines
XXX172027364;Manufacture of glass and glass products;XXXA600163459;22/10/2025;Partial follow-up audit;Announced;1;0;0;1;0;1;Thailand
XXX172256654;Manufacture of other food products n.e.c.;XXXA426029400;22/01/2024;Partial follow-up audit;Announced;2;0;0;1;1;2;United States
XXX173602199;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600186343;17/02/2026;Periodic audit;Semi-announced;5;0;1;3;1;5;Brazil
XXX173697298;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600044583;15/08/2024;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX173731095;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600136773;13/06/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Australia
XXX176840933;Printing;XXXA600163428;20/10/2025;Partial follow-up audit;Announced;1;0;0;1;0;1;Mexico
XXX202454625;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;;;;;;;;;;;United States
XXX202464304;Processing and preserving of fruit and vegetables;XXXA600174120;10/12/2025;Partial follow-up audit;Announced;7;0;1;6;0;7;Turkey
XXX202503436;Manufacture of vegetable and animal oils and fats;XXXA600003133;02/02/2023;Full initial audit;Announced;0;0;0;0;0;0;Brazil
XXX202511960;Manufacture of plastics products;XXXA600185507;06/04/2026;Periodic audit;Semi-announced;1;0;0;0;1;0;Brazil
XXX202541214;Printing;XXXA600145806;04/08/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;India
XXX202542161;Packaging activities;;;;;;;;;;;India
XXX253682502;Wholesale of food, beverages and tobacco;XXXA600184910;05/02/2026;Full initial audit;Announced;0;0;0;0;0;0;United Kingdom
XXX280188650;Manufacture of plastics products;;;;;;;;;;;United Arab Emirates
XXX286336887;Manufacture of sugar;;;;;;;;;;;China
XXX286367023;Manufacture of plastics products;;;;;;;;;;;United Kingdom
XXX286386722;Manufacture of plastics products;XXXA600162973;16/10/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;India
XXX286388802;Manufacture of vegetable and animal oils and fats;XXXA600160071;02/03/2026;Full initial audit;Announced;12;0;0;9;3;11;United States
XXX286415605;Manufacture of vegetable and animal oils and fats;XXXA600169632;24/11/2025;Periodic audit;Semi-announced;1;0;0;0;1;1;China
XXX286448098;;;;;;;;;;;;India
XXX286448203;;;;;;;;;;;;India
XXX286493182;Manufacture of basic chemicals;XXXA600054655;01/04/2024;Partial follow-up audit;Announced;0;0;0;0;0;0;Brazil
XXX292073088;Manufacture of bakery products;XXXA600053150;19/03/2024;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX292073088;Manufacture of bakery products;XXXA600053150;19/03/2024;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX292090593;Manufacture of vegetable and animal oils and fats;XXXA600128815;29/04/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;China
XXX292922647;Other professional, scientific and technical activities n.e.c.;;;;;;;;;;;United Kingdom
XXX292965221;Manufacture of other food products n.e.c.;XXXA600048127;04/03/2024;Partial follow-up audit;Announced;1;0;0;0;1;1;France
XXX293026118;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600124274;15/04/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;Cameroon
XXX293040627;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600017729;20/09/2023;Periodic audit;Announced;0;0;0;0;0;0;Belgium
XXX293040627;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600017729;20/09/2023;Periodic audit;Announced;0;0;0;0;0;0;Belgium
XXX293041414;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600178206;06/01/2026;Partial follow-up audit;Announced;1;0;0;1;0;1;Indonesia
XXX293041425;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600148171;25/09/2025;Full initial audit;Announced;0;0;0;0;0;0;Japan
XXX293067993;Manufacture of vegetable and animal oils and fats;XXXA600183699;02/02/2026;Partial follow-up audit;Announced;0;0;0;0;0;0;India
XXX293072284;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600069832;16/07/2024;Full initial audit;Announced;0;0;0;0;0;0;Netherlands
XXX293080270;Manufacture of dairy products;XXXA600193381;08/04/2026;Periodic audit;Semi-announced;5;0;1;2;2;1;Lithuania
XXX293080270;Manufacture of dairy products;XXXA600193381;08/04/2026;Periodic audit;Semi-announced;5;0;1;2;2;1;Lithuania
XXX293099341;Manufacture of cocoa, chocolate and sugar confectionery;;;;;;;;;;;South Africa
XXX293159610;Other food service activities;;;;;;;;;;;Mexico
XXX293173568;Manufacture of grain mill products;XXXA600003156;14/02/2023;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX293187612;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600168064;18/11/2025;Periodic audit;Semi-announced;7;0;1;5;1;7;Mexico
XXX293187977;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600150684;18/08/2025;Periodic audit;Semi-announced;5;0;2;1;2;5;Mexico
XXX293188741;Manufacture of plastics products;XXXA600202199;05/05/2026;Periodic audit;Announced;7;0;1;5;1;0;India
XXX293211600;Manufacture of plastics products;;;;;;;;;;;South Africa
XXX293213720;Packaging activities;;;;;;;;;;;United States
XXX293261234;;XXXA600194788;01/04/2026;Periodic audit;Announced;6;0;2;4;0;2;India
XXX293281377;Manufacture of vegetable and animal oils and fats;XXXA600168492;13/11/2025;Periodic audit;Announced;7;0;1;5;1;7;China
XXX293332785;Processing and preserving of fruit and vegetables;XXXA600073093;08/09/2024;Periodic audit;Announced;0;0;0;0;0;0;Egypt
XXX293339818;Manufacture of basic chemicals;;;;;;;;;;;Mexico
XXX296672082;Manufacture of vegetable and animal oils and fats;;;;;;;;;;;Colombia
XXX302074174;Manufacture of dairy products;XXXA411106616;22/07/2020;Full initial audit;Announced;0;0;0;0;0;0;Lithuania
XXX302074174;Manufacture of dairy products;XXXA411106616;22/07/2020;Full initial audit;Announced;0;0;0;0;0;0;Lithuania
XXX303282216;Manufacture of spices, sauces and condiments;XXXA600186930;26/02/2026;Full initial audit;Semi-announced;0;0;0;0;0;0;United Arab Emirates
XXX3320222;Manufacture of other food products n.e.c.;XXXA423501812;15/04/2023;Partial follow-up audit;Announced;0;0;0;0;0;0;Colombia
XXX3340276;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600193440;07/04/2026;Full initial audit;Announced;16;0;2;12;2;8;Mexico
XXX3414034;Other food service activities;;;;;;;;;;;Peru
XXX3421412;Manufacture of bakery products;XXXA600164524;30/10/2025;Partial follow-up audit;Announced;0;0;0;0;0;0;United States
XXX3493770;Printing;XXXA600193589;26/03/2026;Periodic audit;Announced;6;0;0;6;0;5;India
XXX352278371;Manufacture of plastics products;XXXA600151159;18/08/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX3522859;Other manufacturing n.e.c.;XXXA419695544;13/07/2022;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX352311805;Manufacture of vegetable and animal oils and fats;XXXA600041468;23/01/2024;Periodic audit;Announced;0;0;0;0;0;0;Italy
XXX352314816;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600144295;10/07/2025;Periodic audit;Announced;2;0;1;1;0;2;Brazil
XXX3533033;Manufacture of other food products n.e.c.;XXXA600151855;26/08/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Philippines
XXX3533033;Manufacture of other food products n.e.c.;XXXA600151855;26/08/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Philippines
XXX3534457;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600195183;15/04/2026;Periodic audit;Semi-announced;4;0;0;2;2;0;United Kingdom
XXX3542919;Advertising;XXXA600101541;08/04/2025;Periodic audit;Semi-announced;0;0;0;0;0;0;Germany
XXX357012815;Mixed farming;XXXA422310455;19/01/2023;Periodic audit;Announced;0;0;0;0;0;0;United States
XXX3571706;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600109014;27/03/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Sweden
XXX3573483;Manufacture of corrugated paper and paperboard and of containers of paper and paperboard;XXXA600184861;11/03/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;China
XXX3575319;;XXXA600185368;12/02/2026;Full initial audit;Semi-announced;8;0;3;5;0;8;Thailand
XXX358952999;Manufacture of grain mill products;XXXA600150656;04/03/2026;Periodic audit;Announced;3;0;0;1;2;3;United States
XXX3647315;Warehousing and storage;XXXA600161900;13/10/2025;Periodic audit;Announced;1;0;0;1;0;1;Croatia
XXX3747697;Manufacture of starches and starch products;XXXA600084296;27/08/2024;Full initial audit;Announced;0;0;0;0;0;0;United States
XXX3766532;Manufacture of other chemical products n.e.c.;XXXA600023343;06/09/2023;Full initial audit;Announced;0;0;0;0;0;0;Italy
XXX3781188;Manufacture of other food products n.e.c.;XXXA600181746;27/01/2026;Periodic audit;Semi-announced;0;0;0;0;0;0;Spain
XXX3781225;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600174467;15/12/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Chile
XXX3781225;Manufacture of cocoa, chocolate and sugar confectionery;XXXA600174467;15/12/2025;Full initial audit;Semi-announced;0;0;0;0;0;0;Chile
